symbol,pre_spread_usd,weight_order_shares,source_rows,source_dates
TEGP,0.0734004450831,22275616,2542,21
TEN,0.13189312265,862527,282,2
TENX,0.0949206259719,2428991,975,21
TEP,0.123075859423,6929122,297,2
TESO,0.0354796303073,6211807,1892,21
TESS,0.219944197237,678961,528,21
TFSL,0.0146761796624,447840,153,2
TG,0.077321593537,1701134,1380,21
TGA,0.0157057871991,65714,67,2
TGEN,0.154360013575,9797230,1077,21
TGH,0.0248037657726,11204580,2803,21
TGI,0.0387080258653,18154354,3537,21
TGLS,0.145537692334,17677088,1188,21
TGP,0.0435528550362,28631406,3947,21
TGTX,0.0285268770098,9965651,2876,21
THFF,0.246235877846,7077451,1257,21
THG,0.14074713873,234686,208,2
THO,0.117848918719,2650190,374,2
THR,0.0489922010202,27552809,2077,21
THRM,0.0446934722051,24152015,2822,21
THS,0.0797439236932,3483045,348,2
THST,0.124317201489,853461,96,2
TIK,0.0997742451756,522605,303,21
TIL,0.174001175809,2428371,440,21
TILE,0.0191177824514,11694490,2454,21
TIME,0.0139721373154,7350085,2613,21
TINY,0.0297016497665,506799,163,2
TIPT,0.0970214962298,2305702,880,21
TIS,0.098921478163,14997791,1802,21
TISA,0.0392481224453,99571,55,2
TISI,0.0506544882024,8349345,2120,21
TITN,0.0458130852302,11648599,1601,21
TIVO,0.0181279363605,45349787,3270,19
TKAI,0.0271939359054,1723390,303,2
TKR,0.0176149877244,11302523,2633,21
TLF,0.192210992745,3314486,525,21
TLGT,0.0288325499261,6289492,1898,21
TLLP,0.189408145187,2717126,317,2
TLN,0.0379093234575,1819797,288,2
TLP,0.420252311244,13995188,2170,21
TLRD,0.0214318093267,2653838,442,2
TLYS,0.0303297598615,14389032,3239,21
TMH,0.0392288348528,16859063,3081,21
TMHC,0.027839070855,4097681,1771,21
TMP,0.795347302934,16132773,1458,21
TMST,0.0331329777815,9311630,2885,21
TNAV,0.042131776917,1750003,979,21
TNC,0.33040856086,3507755,1363,21
TNDM,0.0434245384947,6357619,2076,21
TNET,0.0207479304958,3488710,1702,21
TNGO,0.0314872742581,9776208,1811,21
TNH,0.851953120042,8275257,2191,21
TNP,0.0191087148324,13365432,3146,21
TNXP,0.00809686373066,101222365,5276,21
TOF,0.0923130948419,2187640,722,21
TOO,0.0226449504488,21957694,4069,21
TOPS,0.0433745334441,7773988,550,2
TORM,0.476449160798,927131,458,21
TOWN,0.0694720252865,2214146,1578,21
TOWR,0.0548537735654,15892013,2150,21
TPC,0.0322885738463,11618888,2483,21
TPHS,0.0588068084734,13109532,1284,21
TPL,2.95021839019,35151339,1945,21
TPRE,0.0140458658324,2522636,1320,21
TPVG,0.0278091366234,1343921,249,2
TPX,0.0714154332232,4457656,382,2
TR,0.0554813105915,8439304,1817,21
TRC,0.170594864106,3383033,1236,21
TRCB,0.218786079041,3026336,560,21
TRCO,0.039099231195,1830243,320,2
TREC,0.0770903261799,2127691,963,21
TREE,0.271623451633,40097932,3612,21
TREX,0.0987447315092,14109050,2576,21
TRIL,0.156093495676,7905126,2079,21
TRK,0.112575306017,5690046,1025,21
TRMK,0.0269607731814,7941396,2379,21
TRMR,0.0450754405381,384927,91,2
TRNC,0.0560371769577,5730286,1505,21
TRNS,0.490839738587,3583761,577,21
TROV,0.0283635413101,8592097,2690,21
TROX,0.0159412064203,880887,286,2
TRR,0.050303774352,1559526,1208,21
TRS,0.0434747779619,7916434,1796,21
TRST,0.0250685493428,4419135,1755,21
TRT,0.107145301676,13890007,1150,21
TRTL,1.14202898551,345,4,2
TRU,0.0460006232046,924576,278,2
TRUE,0.0199668139814,9050691,2436,21
TRUP,0.0792398632181,6249656,1904,21
TRVN,0.0236129487388,4888144,2260,21
TRXC,0.0441974824961,1038767,327,2
TSBK,0.162845636972,3631801,686,21
TSC,0.117458991513,4849345,1123,21
TSE,0.0751673912185,36892875,4239,21
TSEM,0.0152505352815,16339159,2582,21
TSLX,0.0404292125294,179067,184,2
TSQ,0.0572764285605,12478733,1297,21
TSRA,0.0341223947801,12203567,2720,21
TSRI,0.317748576789,48349523,2248,21
TSRO,0.168743899378,2102130,303,2
TTC,0.0632061544067,444657,270,2
TTEC,0.166505501512,2678373,1267,21
TTEK,0.0387885537572,8202779,2357,21
TTGT,0.0341944050061,4352641,1609,21
TTI,0.0114726938518,674046,199,2
TTMI,0.0131132252659,36465505,2972,21
TTNP,0.0366721177343,9934910,2775,21
TTOO,0.0462986389459,23540946,2157,21
TTPH,0.0213616775582,6954048,2293,21
TTS,0.0229190580957,34230146,2653,21
TTWO,0.0229908558655,2636302,397,2
TUBE,0.0266770906333,10272545,2705,21
TUES,0.0341463457437,5764333,1877,21
TUP,0.0456251840892,5471669,395,2
TVIA,0.0199320531656,13006238,2949,21
TVPT,0.0129140770719,11354080,2444,21
TWI,0.0183853224877,9629670,2387,21
TWIN,0.146626827034,14635837,1217,21
TWMC,0.0870301073386,29027501,1037,21
TWOU,0.0418157444633,12576745,2871,21
TXRH,0.0150212555981,10829707,450,2
TYL,0.309831414663,1905486,266,2
TYPE,0.0403715667762,5730525,1925,21
TZOO,0.0731884597972,3505363,1577,21
UAM,0.0174860309147,1845919,1263,21
UAN,0.0196399985964,9432916,3112,21
UBCP,0.371003066867,2174010,800,21
UBFO,0.121207089125,697505,345,21
UBNK,0.0387313015183,2568262,1173,21
UBNT,0.0747379494343,1143187,378,2
UBOH,0.909367184616,370049,370,21
UBSH,0.0651873960696,5323276,1513,21
UBSI,0.0319382570497,7277511,2141,21
UCBA,0.479127790663,129781,150,21
UCBI,0.022275212922,6151080,1638,21
UCFC,0.0333380662964,1944300,1039,21
UCP,0.10052765368,4502916,958,21
UCTT,0.0284975777661,3800500,1320,21
UEIC,0.388728465943,20771618,2181,21
UEPS,0.0277941920167,6952000,2018,21
UFAB,0.14934299272,6571173,871,21
UFCS,0.161900076722,10199170,1494,21
UFI,0.121958891591,19452964,1964,21
UFPI,0.263736864307,16186394,2335,21
UFPT,0.459505439234,13778925,1471,21
UFS,0.0301113195224,17053352,3160,21
UG,0.823016115753,1344312,745,21
UIHC,0.0606913081294,8150432,1756,21
UIS,0.0117446081076,6188319,2365,21
ULBI,0.0701116443863,5918749,972,21
ULH,0.115807947193,4611779,706,21
UMBF,0.118912893844,1436577,216,2
UNAM,0.412235683546,171020,132,16
UNB,1.04419862494,914431,511,21
UNF,0.407868878235,17147318,2187,21
UNFI,0.059733664025,30479650,4006,21
UNT,0.0312956649948,16159127,3723,21
UNTY,0.231868077313,2242612,725,21
UNVR,0.0189060099707,9045119,2220,21
UPLD,0.173856512147,6474877,1191,21
USAC,0.137574694857,10304119,2132,21
USAK,0.0687205812332,16054864,1668,21
USAP,0.255706402163,4827728,946,21
USAT,0.0177701106289,14990021,2821,21
USBI,0.195233381862,1528321,707,21
USCR,0.0929480076806,38589144,3783,21
USDP,0.186490024143,7091792,1333,21
USLM,1.97556569602,1622602,600,21
USM,0.350031763278,130144,133,2
USMD,0.25234576376,1070100,554,21
USNA,0.476836127233,9978918,2082,21
USPH,0.161275213684,25508067,2334,21
UTEK,0.0428934230933,7559496,1574,21
UTI,0.0290491144453,12290488,1940,21
UTL,0.0794948748335,4362668,1352,21
UTMD,1.81937844809,6907957,912,21
UTSI,0.0281534523784,602237,148,2
UUU,0.130009228847,947594,426,21
UUUU,0.0134795492285,28840555,2762,21
UVE,0.0409001137432,5920355,2811,21
UVSP,0.0588225182671,6142724,1440,21
UVV,0.0760209073775,6933366,1995,21
UWN,0.0574822915813,36621,72,2
VA,0.0409996800914,76646275,3967,21
VAC,0.126604328424,16124852,2439,21
VALU,0.72848369662,482722,484,21
VASC,0.156562317177,13221098,2178,21
VBFC,1.2558228644,130303,186,16
VBLT,0.0280292586819,45445147,3748,21
VBTX,0.106502813875,6521470,1021,21
VC,0.0566556789572,9805744,2287,21
VCEL,0.0352900160427,10270717,2455,21
VCRA,0.0306853688919,12334739,2518,21
VCYT,0.0548709015989,5130818,1382,21
VDSI,0.0344612259852,11462406,2554,21
VEC,0.0846465865087,37960138,2631,21
VECO,0.0305524060477,10034506,2174,21
VEEV,0.032656930272,2845314,606,2
VET,0.0466169435172,687555,180,2
VG,0.0144103822617,3283013,387,2
VGR,0.0235452412717,9026088,3594,21
VHC,0.0214355633703,69647246,4789,21
VHI,0.0244320604947,453527,211,2
VIA,0.132300646694,6395448,2179,21
VICR,0.0874117511989,5524798,1404,21
VIRC,0.0940639185883,4873551,974,21
VIRT,0.0293495826199,7989600,2677,21
VISI,0.0593478393284,32981412,1866,21
VIVO,0.0315113297071,6544291,2031,21
VKTX,0.0479617293804,2111288,360,2
VLGEA,0.2024371632,10357262,1380,21
VLP,0.25115596259,24940538,2381,21
VLTC,0.0673640138313,4770933,1538,21
VMI,0.540191585795,11839300,2219,21
VNCE,0.0177245117256,10484831,2395,21
VNDA,0.0337109568786,28641816,3784,21
VNOM,0.12075957474,14270691,1879,21
VNRX,0.0688106319551,26816761,2222,21
VOC,0.0419806968138,3226773,1303,21
VOXX,0.0251647490351,9318613,1501,21
VPG,0.0456743303373,3996079,1418,21
VR,0.019365161136,1149340,270,2
VRA,0.0402366830505,10023493,1789,21
VRML,0.0275690530871,195942,91,2
VRNS,0.0676115190886,9616898,1806,21
VRNT,0.0330716145516,36256010,3330,21
VRTB,0.569469088413,78676,52,2
VRTS,0.564824504843,15142305,1893,21
VRTU,0.0405107705773,19741226,2867,21
VRTV,0.334446838998,6818361,1810,21
VSAR,0.108971549018,25783911,2080,21
VSAT,0.0545929152865,4471317,250,2
VSEC,0.689035478912,5551540,973,21
VSH,0.0160638376542,9398085,2524,21
VSI,0.0369532260984,45349717,2774,21
VSLR,0.0160429559545,15977154,3604,21
VSR,0.023784556216,5729904,465,2
VSTM,0.0471136538392,360763,144,2
VSTO,0.0371841554216,12615413,3133,21
VTAE,0.0130062823118,66980773,3104,21
VTL,0.0497574151981,14263159,1355,21
VTNR,0.304234951226,101078,63,2
VTTI,0.178775322168,19831061,1909,21
VTVT,0.0848751071614,12315538,1457,21
VUZI,0.0400409874248,27736473,3953,21
VVC,0.0490321937747,676724,257,2
VVI,0.0795132392263,4723486,1475,21
VVUS,0.031262876612,1130872,215,2
VWR,0.0222611623829,1292242,213,2
VYGR,0.297587803578,30218256,2002,21
W,0.0462405795818,1795536,403,2
WABC,0.136488087313,7149655,1501,21
WAC,0.0159629020548,5364971,2208,21
WAFD,0.0252365278879,6219563,2035,21
WAGE,0.109889267023,12181625,2372,21
WAIR,0.0173961920818,5015260,1991,21
WAL,0.0259107200597,428645,244,2
WASH,0.212543998903,5583837,1562,21
WATT,0.0487138720361,71224303,6252,21
WAYN,0.328152940525,162607,149,21
WBB,0.515316289611,1430648,396,21
WBKC,0.615307711686,44063,108,21
WBMD,0.0559252154211,26204722,3204,21
WBS,0.0145397745448,2108889,304,2
WCC,0.0614379218714,22261760,2831,21
WCG,0.124970401238,1559849,247,2
WCIC,0.0239750904135,26910804,3003,21
WD,0.0652264174885,8583632,1747,21
WDFC,0.380204953568,13491649,2127,21
WDR,0.0157711101299,1136966,346,2
WEB,0.0278965850639,4300754,1808,21
WEBK,1.20045444368,157302,204,21
WERN,0.0215375724008,12006776,2630,21
WEX,0.147053523122,479234,250,2
WEYS,0.448521840809,6543668,1120,21
WFBI,0.245558337051,3135647,742,21
WFD,0.0425677139298,1803208,980,21
WG,0.020091640861,265769,136,2
WGL,0.0603653549368,818512,216,2
WGO,0.0388946492731,13667003,2570,21
WHG,0.613091215814,6770553,1113,21
WHLM,0.555614106564,404528,238,19
WHLR,0.0275218485523,211030,150,2
WIFI,0.0260081643883,7134962,1920,21
WILN,0.0198616998292,183289,97,2
WINA,2.57196972063,2440259,716,21
WING,0.0432160051651,10142782,2271,21
WINS,1.2057722529,662707,369,19
WINT,0.0552835293601,8785536,1661,21
WIRE,0.0955890889706,22609489,1917,21
WIX,0.0792069475091,57120861,3564,21
WK,0.0471818402503,9597803,2416,21
WLB,0.0464760112744,5497074,1866,21
WLDN,0.110213055705,11946088,2254,21
WLFC,0.203831998604,11462150,1790,21
WLH,0.0304324419417,12984192,2915,21
WLKP,0.169134275167,5210087,1473,21
WMAR,0.0457393081429,1733595,939,21
WMGI,0.0222689534815,2896824,287,2
WMIH,0.0124145481984,22527731,2261,21
WMK,0.239516290309,2898177,1437,21
WMLP,0.121211158085,10397958,789,21
WMS,0.0324245451021,20245314,2384,21
WNC,0.0102535672743,1475244,286,2
WNRL,0.0482468171457,35490692,2911,21
WOOF,0.0754609157376,505101,249,2
WOR,0.057559283983,14120782,3078,21
WPCS,0.0234047569179,2722414,226,2
WPRT,0.0121269594391,2104046,306,2
WPT,0.0735166596217,13236393,1324,21
WRLD,0.281525627214,29172250,2260,21
WSBC,0.113091965299,4994498,1632,21
WSBF,0.0377658403734,3058801,1374,21
WSCI,0.132615002889,1661620,528,21
WSFS,0.0785030503274,5318970,1583,21
WSO,0.293831053659,376896,201,2
WSO B,1.99241073568,4173,32,10
WST,0.0508047566724,288500,225,2
WSTC,0.0375392572493,24266555,1984,21
WSTG,0.565903433654,3779472,988,21
WSTL,0.0252768864814,476098,101,2
WTBA,0.179669752278,5711736,1019,21
WTFC,0.075739641775,9794347,2180,21
WTI,0.0234330498786,2060882,403,2
WTM,5.35348931059,1670878,160,2
WTS,0.116303137187,5144099,2091,21
WTT,0.0903022230986,96352,51,2
WVE,0.368240514943,49636607,2253,21
WVFC,0.679432171965,151775,206,21
WVVI,0.24839812493,953191,705,21
WWD,0.0898685739381,252752,188,2
WWE,0.0253025613113,6757359,2803,21
WWW,0.0168518978277,1245582,298,2
XBIT,0.116772922272,5118716,1967,21
XBKS,0.0315670917519,342990,138,2
XCOM,0.009966726541,56106959,730,2
XCRA,0.0183850547701,4032765,1413,21
XELB,0.210580037258,2194433,764,21
XENE,0.10549232332,13784853,1420,21
XENT,0.0468295954087,5923162,1954,21
XLRN,0.14439304887,26016534,2742,21
XNCR,0.060737937282,19095514,2485,21
XONE,0.0599854966731,6108757,2590,21
XOXO,0.0487683609125,16318391,1712,21
XPLR,0.0615528347557,13485589,1234,21
XPO,0.0361036483485,1443338,402,2
XRM,0.0367138863306,5383366,1589,21
XTLY,0.0309117126964,15073045,2958,21
XTNT,0.0294457912768,7026454,234,2
XXIA,0.023960027629,5370442,1600,21
YCB,0.179503418532,462684,224,6
YDKN,0.0309444819891,6067141,1856,21
YECO,0.0906994950255,10300125,1279,21
YOD,0.0304245816921,348308,97,2
YORW,0.178827094639,9311702,1655,21
YRCW,0.0539468593312,397686,213,2
YUME,0.0342985438403,4052028,1596,21
Z,0.0287078498445,6741866,448,2
ZAGG,0.0173988175697,10757759,2925,21
ZAIS,0.0734607821255,919341,145,2
ZBRA,0.0534624006576,1499989,308,2
ZEN,0.018794731,990985,310,2
ZEUS,0.0910275068961,21855014,2535,21
ZFC,0.0548062102973,5863890,1366,21
ZFGN,0.0161652455508,12198372,2751,21
ZG,0.0332280033257,13174878,2948,21
ZGNX,0.0371333356824,9918885,2249,21
ZHNE,0.0204331168786,1590633,155,2
ZIXI,0.0190349957815,3936263,1880,21
ZLTQ,0.0527327331459,13198487,3151,21
ZN,0.0314749333695,206362,125,2
ZSAN,0.0455909806987,612808,184,2
ZUMZ,0.0333172079687,11593559,2608,21
ZYNE,0.0693996930949,15147352,3540,21
