date,total_call,total_put,total_total,total_pcr
2011-03-21,2545596,1934840,4480436,0.76
2011-03-22,2109697,1609090,3718787,0.76
2011-03-23,1961671,1679055,3640726,0.86
2011-03-24,2189175,1947477,4136652,0.89
2011-03-25,2426622,2041924,4468546,0.84
2011-03-28,1586809,1303917,2890726,0.82
2011-03-29,1650263,1244787,2895050,0.75
2011-03-30,2198019,1656335,3854354,0.75
2011-03-31,1801043,1575665,3376708,0.87
2011-04-01,2246991,2007947,4254938,0.89
2011-04-04,1584941,1678166,3263107,1.06
2011-04-05,1960736,1603336,3564072,0.82
2011-04-06,2080001,1475577,3555578,0.71
2011-04-07,2005267,1789026,3794293,0.89
2011-04-08,2287857,1985676,4273533,0.87
2011-04-11,1853021,1764444,3617465,0.95
2011-04-12,2411010,2733069,5144079,1.13
2011-04-13,2276390,1911430,4187820,0.84
2011-04-14,2448441,2366895,4815336,0.97
2011-04-15,2688667,2495431,5184098,0.93
2011-04-18,2292100,1980996,4273096,0.86
2011-04-19,2000740,1802683,3803423,0.9
2011-04-20,2620936,2551526,5172462,0.97
2011-04-21,2201928,2047508,4249436,0.93
2011-04-25,1518616,1131220,2649836,0.74
2011-04-26,2052163,1789146,3841309,0.87
2011-04-27,2105698,1840633,3946331,0.87
2011-04-28,2406400,1994159,4400559,0.83
2011-04-29,2133253,1983002,4116255,0.93
2011-05-02,1969505,1692369,3661874,0.86
2011-05-03,2315969,2088832,4404801,0.9
2011-05-04,2214186,2241660,4455846,1.01
2011-05-05,2450104,2592329,5042433,1.06
2011-05-06,2198335,2147123,4345458,0.98
2011-05-09,1557380,1224579,2781959,0.79
2011-05-10,1783223,1422609,3205832,0.8
2011-05-11,1992480,1904753,3897233,0.96
2011-05-12,2203032,1841816,4044848,0.84
2011-05-13,1903524,1781028,3684552,0.94
2011-05-16,2003934,1913137,3917071,0.95
2011-05-17,2252756,2582358,4835114,1.15
2011-05-18,2209697,2120235,4329932,0.96
2011-05-19,2234729,2165267,4399996,0.97
2011-05-20,2312419,2399975,4712394,1.04
2011-05-23,1835779,1948650,3784429,1.06
2011-05-24,1718919,1388926,3107845,0.81
2011-05-25,1842431,1341997,3184428,0.73
2011-05-26,1623751,1492991,3116742,0.92
2011-05-27,1899609,1331612,3231221,0.7
2011-05-31,1902577,1476252,3378829,0.78
2011-06-01,1917134,2198633,4115767,1.15
2011-06-02,1817154,1938908,3756062,1.07
2011-06-03,1723847,2134362,3858209,1.24
2011-06-06,1933776,2153729,4087505,1.11
2011-06-07,1713163,1844711,3557874,1.08
2011-06-08,2056602,2442805,4499407,1.19
2011-06-09,1660538,1752378,3412916,1.06
2011-06-10,2126341,2510817,4637158,1.18
2011-06-13,1939930,2077396,4017326,1.07
2011-06-14,2087533,2147675,4235208,1.03
2011-06-15,2483350,3371107,5854457,1.36
2011-06-16,2920730,3277517,6198247,1.12
2011-06-17,2400630,2857271,5257901,1.19
2011-06-20,1822065,1602678,3424743,0.88
2011-06-21,2162025,2047509,4209534,0.95
2011-06-22,1776527,1500299,3276826,0.84
2011-06-23,2311619,2392355,4703974,1.03
2011-06-24,1522902,1628693,3151595,1.07
2011-06-27,1799457,1518878,3318335,0.84
2011-06-28,1883897,1717911,3601808,0.91
2011-06-29,1943002,1973414,3916416,1.02
2011-06-30,2342794,2159219,4502013,0.92
2011-07-01,2444589,2125808,4570397,0.87
2011-07-05,1625231,1818491,3443722,1.12
2011-07-06,1517619,1565470,3083089,1.03
2011-07-07,2563383,2173087,4736470,0.85
2011-07-08,1765929,1797315,3563244,1.02
2011-07-11,2015316,2358559,4373875,1.17
2011-07-12,1985804,2185181,4170985,1.1
2011-07-13,1972603,1977182,3949785,1.0
2011-07-14,2487681,2673819,5161500,1.07
2011-07-15,2541822,2731102,5272924,1.07
2011-07-18,2199529,2106273,4305802,0.96
2011-07-19,2669142,1795078,4464220,0.67
2011-07-20,2176548,1727213,3903761,0.79
2011-07-21,2741999,2076907,4818906,0.76
2011-07-22,1914004,1598236,3512240,0.84
2011-07-25,1523701,1418754,2942455,0.93
2011-07-26,1775965,1417908,3193873,0.8
2011-07-27,2445841,2745460,5191301,1.12
2011-07-28,2122468,1965489,4087957,0.93
2011-07-29,2384805,2853291,5238096,1.2
2011-08-01,2092299,2402214,4494513,1.15
2011-08-02,2657928,3086235,5744163,1.16
2011-08-03,2782651,3644296,6426947,1.31
2011-08-04,4180569,5450790,9631359,1.3
2011-08-05,4787776,5821853,10609629,1.22
2011-08-08,4542691,6155437,10698128,1.36
2011-08-09,3853292,5518074,9371366,1.43
2011-08-10,3285716,4014332,7300048,1.22
2011-08-11,3400353,3509815,6910168,1.03
2011-08-12,2403131,2627806,5030937,1.09
2011-08-15,2282275,2587177,4869452,1.13
2011-08-16,2323043,2419470,4742513,1.04
2011-08-17,2235021,3052874,5287895,1.37
2011-08-18,3204581,4765614,7970195,1.49
2011-08-19,2684591,3577118,6261709,1.33
2011-08-22,2002646,2199516,4202162,1.1
2011-08-23,2314252,2418232,4732484,1.04
2011-08-24,1863366,2263784,4127150,1.21
2011-08-25,2000888,2579323,4580211,1.29
2011-08-26,2208648,2604443,4813091,1.18
2011-08-29,1982328,1965360,3947688,0.99
2011-08-30,1754831,2003191,3758022,1.14
2011-08-31,2170526,2640969,4811495,1.22
2011-09-01,1768286,1909406,3677692,1.08
2011-09-02,1770206,2545483,4315689,1.44
2011-09-06,2043620,2603173,4646793,1.27
2011-09-07,2163460,1932986,4096446,0.89
2011-09-08,1749873,1996114,3745987,1.14
2011-09-09,2532093,3381262,5913355,1.34
2011-09-12,2131683,2661293,4792976,1.25
2011-09-13,2005262,2379767,4385029,1.19
2011-09-14,2535952,2668679,5204631,1.05
2011-09-15,2651214,2694965,5346179,1.02
2011-09-16,2856108,2914168,5770276,1.02
2011-09-19,1883031,1871524,3754555,0.99
2011-09-20,1905375,2151998,4057373,1.13
2011-09-21,2147392,2780083,4927475,1.29
2011-09-22,3205634,4086363,7291997,1.27
2011-09-23,2255132,2590693,4845825,1.15
2011-09-26,1755368,1805124,3560492,1.03
2011-09-27,1996447,2252312,4248759,1.13
2011-09-28,1338634,1957240,3295874,1.46
2011-09-29,1684938,1998683,3683621,1.19
2011-09-30,1979931,2484200,4464131,1.25
2011-10-03,2239064,2875016,5114080,1.28
2011-10-04,3024852,3632820,6657672,1.2
2011-10-05,2196657,2409580,4606237,1.1
2011-10-06,2024212,2559724,4583936,1.26
2011-10-07,1901107,2199853,4100960,1.16
2011-10-10,1671707,2023476,3695183,1.21
2011-10-11,1519841,2147589,3667430,1.41
2011-10-12,2289558,2965098,5254656,1.3
2011-10-13,1689376,1773163,3462539,1.05
2011-10-14,2155180,2134340,4289520,0.99
2011-10-17,1778856,2090800,3869656,1.18
2011-10-18,2279292,2330461,4609753,1.02
2011-10-19,2229775,2498633,4728408,1.12
2011-10-20,2275459,3142169,5417628,1.38
2011-10-21,2857557,2470565,5328122,0.86
2011-10-24,2257675,2160750,4418425,0.96
2011-10-25,1804466,1875938,3680404,1.04
2011-10-26,1700502,1720723,3421225,1.01
2011-10-27,3707112,3381616,7088728,0.91
2011-10-28,1991020,1997493,3988513,1.0
2011-10-31,1416362,1813825,3230187,1.28
2011-11-01,2443148,3307606,5750754,1.35
2011-11-02,1534235,1798368,3332603,1.17
2011-11-03,1883669,2014881,3898550,1.07
2011-11-04,1522998,1718059,3241057,1.13
2011-11-07,1364561,1376150,2740711,1.01
2011-11-08,1762500,2169200,3931700,1.23
2011-11-09,2187845,2931456,5119301,1.34
2011-11-10,1603362,1860616,3463978,1.16
2011-11-11,1841123,1704746,3545869,0.93
2011-11-14,1491761,1689841,3181602,1.13
2011-11-15,1791648,1969190,3760838,1.1
2011-11-16,1840106,2554631,4394737,1.39
2011-11-17,2554615,3315975,5870590,1.3
2011-11-18,2450092,2188604,4638696,0.89
2011-11-21,1855433,2010115,3865548,1.08
2011-11-22,1572807,1656200,3229007,1.05
2011-11-23,1801401,2318935,4120336,1.29
2011-11-25,796133,1049315,1845448,1.32
2011-11-28,1598160,1423630,3021790,0.89
2011-11-29,1452289,1414742,2867031,0.97
2011-11-30,2558320,2319316,4877636,0.91
2011-12-01,1840725,1726466,3567191,0.94
2011-12-02,1972036,1942410,3914446,0.98
2011-12-05,1660837,1616490,3277327,0.97
2011-12-06,1626819,1384760,3011579,0.85
2011-12-07,1709943,1528965,3238908,0.89
2011-12-08,1741625,1680176,3421801,0.96
2011-12-09,1802211,2161561,3963772,1.2
2011-12-12,1870401,1670680,3541081,0.89
2011-12-13,1903798,2222358,4126156,1.17
2011-12-14,2176615,2388257,4564872,1.1
2011-12-15,1658810,2093751,3752561,1.26
2011-12-16,2053674,2361622,4415296,1.15
2011-12-19,1686229,1463254,3149483,0.87
2011-12-20,1816641,1468686,3285327,0.81
2011-12-21,1515913,1624231,3140144,1.07
2011-12-22,1452881,1438690,2891571,0.99
2011-12-23,1024473,886451,1910924,0.87
2011-12-27,834980,842560,1677540,1.01
2011-12-28,1015492,965142,1980634,0.95
2011-12-29,997060,1091885,2088945,1.1
2011-12-30,1022950,889144,1912094,0.87
2012-01-03,1874367,1431805,3306172,0.76
2012-01-04,1494769,1428598,2923367,0.96
2012-01-05,1798589,1491525,3290114,0.83
2012-01-06,1875108,1806529,3681637,0.96
2012-01-09,1616856,1499932,3116788,0.93
2012-01-10,2333639,1891224,4224863,0.81
2012-01-11,1929788,1527072,3456860,0.79
2012-01-12,2214064,1873747,4087811,0.85
2012-01-13,2626973,1930872,4557845,0.74
2012-01-17,2333896,1958927,4292823,0.84
2012-01-18,3036645,2514432,5551077,0.83
2012-01-19,3779317,2634475,6413792,0.7
2012-01-20,3280153,2612320,5892473,0.8
2012-01-23,2123671,2337264,4460935,1.1
2012-01-24,1783776,1877593,3661369,1.05
2012-01-25,2587283,1997355,4584638,0.77
2012-01-26,2336729,2283885,4620614,0.98
2012-01-27,1979731,1735619,3715350,0.88
2012-01-30,1639960,1505267,3145227,0.92
2012-01-31,1877025,1647578,3524603,0.88
2012-02-01,2451316,2043577,4494893,0.83
2012-02-02,1952404,1720989,3673393,0.88
2012-02-03,3414004,2631501,6045505,0.77
2012-02-06,1728336,1457707,3186043,0.84
2012-02-07,2628890,1891518,4520408,0.72
2012-02-08,2567159,2118731,4685890,0.83
2012-02-09,2558559,2229309,4787868,0.87
2012-02-10,2699501,2978192,5677693,1.1
2012-02-13,2157547,1903335,4060882,0.88
2012-02-14,2390045,2349942,4739987,0.98
2012-02-15,2894531,3178103,6072634,1.1
2012-02-16,3102679,2719364,5822043,0.88
2012-02-17,3107742,2338930,5446672,0.75
2012-02-21,2495025,2157541,4652566,0.86
2012-02-22,2131033,1905960,4036993,0.89
2012-02-23,2193236,2155883,4349119,0.98
2012-02-24,2211114,2409084,4620198,1.09
2012-02-27,1898346,1708597,3606943,0.9
2012-02-28,2072768,1620768,3693536,0.78
2012-02-29,2190113,2319143,4509256,1.06
2012-03-01,2089249,2115812,4205061,1.01
2012-03-02,1917552,1822353,3739905,0.95
2012-03-05,1724124,1609302,3333426,0.93
2012-03-06,2460885,2592755,5053640,1.05
2012-03-07,1814572,1790994,3605566,0.99
2012-03-08,2090100,1965881,4055981,0.94
2012-03-09,2280210,2050978,4331188,0.9
2012-03-12,1582879,1736939,3319818,1.1
2012-03-13,2865550,2459645,5325195,0.86
2012-03-14,3203073,2642365,5845438,0.82
2012-03-15,3311109,2325787,5636896,0.7
2012-03-16,3220813,2516577,5737390,0.78
2012-03-19,2932985,2504077,5437062,0.85
2012-03-20,2185639,1887195,4072834,0.86
2012-03-21,2510685,2453639,4964324,0.98
2012-03-22,1955547,2172902,4128449,1.11
2012-03-23,1795585,1890538,3686123,1.05
2012-03-26,2119564,2251082,4370646,1.06
2012-03-27,2098344,2066811,4165155,0.98
2012-03-28,2098921,2149839,4248760,1.02
2012-03-29,2041598,2133151,4174749,1.04
2012-03-30,1915484,1851671,3767155,0.97
2012-04-02,1971008,1648073,3619081,0.84
2012-04-03,1921607,1839240,3760847,0.96
2012-04-04,1985910,1962443,3948353,0.99
2012-04-05,1973576,1869993,3843569,0.95
2012-04-09,1687028,1720904,3407932,1.02
2012-04-10,3068933,3053509,6122442,0.99
2012-04-11,2006452,2192249,4198701,1.09
2012-04-12,2538783,2195101,4733884,0.86
2012-04-13,2180337,2096281,4276618,0.96
2012-04-16,1940763,1960474,3901237,1.01
2012-04-17,2335602,2010854,4346456,0.86
2012-04-18,2082693,2063492,4146185,0.99
2012-04-19,2654960,2651863,5306823,1.0
2012-04-20,2859870,2519212,5379082,0.88
2012-04-23,2064599,1691312,3755911,0.82
2012-04-24,1824268,1654418,3478686,0.91
2012-04-25,2406953,1814112,4221065,0.75
2012-04-26,2252564,1872255,4124819,0.83
2012-04-27,2004910,1697699,3702609,0.85
2012-04-30,1647697,1351505,2999202,0.82
2012-05-01,2059082,1863902,3922984,0.91
2012-05-02,1860521,1860944,3721465,1.0
2012-05-03,2124775,2020305,4145080,0.95
2012-05-04,2433071,2592003,5025074,1.07
2012-05-07,1772509,1596448,3368957,0.9
2012-05-08,2337055,2649698,4986753,1.13
2012-05-09,2513057,2513558,5026615,1.0
2012-05-10,1938617,2103417,4042034,1.09
2012-05-11,2014614,2507868,4522482,1.24
2012-05-14,2078926,2633405,4712331,1.27
2012-05-15,2420223,2833574,5253797,1.17
2012-05-16,2765168,3428381,6193549,1.24
2012-05-17,2913089,4233283,7146372,1.45
2012-05-18,3010987,4048365,7059352,1.34
2012-05-21,2279165,2104215,4383380,0.92
2012-05-22,2277720,2298139,4575859,1.01
2012-05-23,2336793,2282434,4619227,0.98
2012-05-24,2207222,2134027,4341249,0.97
2012-05-25,1472015,1636172,3108187,1.11
2012-05-29,1812120,1751666,3563786,0.97
2012-05-30,1612830,2005621,3618451,1.24
2012-05-31,1996176,2146075,4142251,1.08
2012-06-01,2667820,3664311,6332131,1.37
2012-06-04,2169823,2121698,4291521,0.98
2012-06-05,1835444,1871703,3707147,1.02
2012-06-06,2334256,2742290,5076546,1.17
2012-06-07,2502145,2458350,4960495,0.98
